a = 79, p = 115463236260131193319277581369543524663483908110172509405063202056861303663099214294810904526715709495462317939363614386916887548311064029005426253599870028437720914800290401160106551093788441979784889869234534529044351433627012188790204413099560693685275812891577197030804742482999213837998049966368266722311
120917948871380700254077985446697586029752783572994044895549038841724156789908059132823138,32569103856206436411857077878325925553449157718586724328534562221150465392851071564020268786764304221913270721057994293177692911882703494987746741265767829199975395490757415108889101290832114615509617897691240834885987642850819069458125097067411439496497063751694734639314189216285268156151919199910888611659
731407998612,70095227787884399636565308145086621926453711439069451056044381550082839718881456119006077493133286095874228376083554098237693503768326097827456389192797548708512794278430384216041662727902982545562931207608501366337352700690547717824254405556759817903400353117470769028216854569318898332482828263437031557456
3398363684889760706018656141617631472265939892320879801803741757737308223732494863066570052545543153562484427030747040539486111254311039384742506066406897647896246889018650835008076408192956326,36153824841686413665821298841467669162646823632858454240445037738576094345670530565213307854319003012535981694187398080056305810908304399020248157840770188696704710764000499641363720236238198360380944154488498705491891009383814831289510975674051916112800625386044666293136455108161692560879397506641265103256
52744411709775172599010746302811426634999575403016505945069531242629645804064130527860356293512916091259942023517658649630907050028096431714994430667844693577304833658630049971693098184550740810269733365255970527361775419310,57949093673512826266089441918331254151696739017844435977910844526334235425435444229231471271817395060027588401225611065627221328351242262077378179298980940939336584186430657828870839882560688135919534584050279795634060105315353940135567112746638033267793018000922274275700640331549735052852781668005620276759
401207248286168373468424150540925473754845513279441138929298814846504405665027131695118054056298040282254034207452928388811823270765321362775255370112984459985997978969874154531194659332022588955644165224075436789834271749025071890904706304102949664960453590,92942624176096315871238001261951561465919631274386128258231204963418236875499925565005318785171576590280985919514528651289424173762821041926868953575938772474288611596015016821297081986601825600557789814234659210632197584139127776006297361096214445322810209928894609341016648836748917953960585149540896380511
8986838369756589807523152024660433562314034522036992162744612859637263244728919555160762298204893380168122529672646245120094339189605822302791923114481464,31501022528004710954522015552739572856456882587337332541061712576368600755201654511226316978719254908653336488449348354787247817126911953444086776120340675314266844907825603209660577859577387722187303799768608012145490596071357332651717525661595755226044301947806950075728489801657115658415723804899788839329
108469658462934872042779740919564659103175099605596283589065404134671394086734,103560046737073501909489078167433208272410899903513481503299468174643634316889027268913271653765196057436910428625617837580353926280309053519825294852575580952971795087596047871877878419081571539702848300533942918737370077315001474087300557047239440063013633948144336881390170971333939058196960715057961332265
413859841166219828600294461350003567632321766217304720836524735596080633827975323016134453076484688475563520663880145747737124951821942572532932992240729315137651709319523895432427016258354818249728003201269543788474186898399648865102446002892223826134144046,71115355171911204381544079313766452806286063233562417098313621246121118066027634871720594091594573483983425020355394325686884923008605011879552028616359651744300327305915202197145786170900887208306835279009779574731638173007251628665481675080236343977412512233343011908706584113442197304347015991392020506621
1498956079492327478520296632103524866295588245716557532311400218311254569631069502912083946989204705874014421826139673481891135775115598816441223810594779339579393589306692877833874845129390359386233968868812881615686153296980441390835372245563798596821481033287302191988025582067662638902220,77622760376798104065222077119294642646496892468703821077308650759024655166675086586519753348296594229164428747159508972634618429408400378455649376145541745160502242496159739734924823971375971298235453707829373721610899248138307306201039625817410309367621190940082576079005589842600578551868379382556163689664
141031933695416734420299796118341934677596888481561811080089110540438248282523297617877725400046422101487808553178973688972035755199110230,86271251795536324809025879353758674590025873433483230028204851530514257163605706713562911573780868724014718586516362546161075780462684476593171512324530473344877675476982402003898818821362731240365463550800228193175909187422063869053989805260190178805932365995164229477961435627109596777238518098140696752591
553436161387104860975072796944445856303081023186021986441590530974970576576692372589741209271705835837198265794413527156336496289699941258876151872894552260736425143365258,34614307005021026759622531013745208906103583710181932599384862057849536678628880215165807520221127568381024482504081530437714285430719306156419222899581806621404541949429113720153662545979963422216555120088694823608876650308524437175640125800308961486539647952927012301957538412725695280408238641683680911625
11276064155027121829225546948245348487479980737297786172145549932603710937299678909277584205618091168352978137674555130216471329696040883671467292216704069467778242738688237531468482513067916555812046700,56962309038846593716317236186525118782021985420600423725940550624545741066261394385584857558672229825598480402093022014508605847517284364052681797227541792143724830078098801514408067941933066152447178622895761823898754863958934675112696953243409741651477995594548833604995269046999604161210211481529059534264
63477703935379481264230487982078489246485985395552805940934049389729231145198274226386123450681986945889642280783265053970946425754489062172795285043754672566072899184034049815069919861947459688931424136126904466762767585114669160564844,15102131279381143566751054014390279568986984685278915596053262497163625181026173664935531194278107796588581349289480715989883497666191974246868880665939465201307695927871093466199183662132523451055286582227523331808315841464321732535921424451250093404325768653967984892912903809095859242039712157733752117103
